ID,NIT,RAZON SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO_DOMICILIO,CIUDAD_DOMICILIO,MACROSECTOR,INGRESOS_OPERACIONALES_2018,GANANCIA_PERDIDA_2018,TOTAL_ACTIVOS_2018,TOTAL_PASIVOS_2018,TOTAL_PATRIMONIO_2018,INGRESOS_OPERACIONALES_2017,GANANCIA_PERDIDA_2017,TOTAL_ACTIVOS_2017,TOTAL_PASIVOS_2017,TOTAL_PATRIMONIO_2017,GRUPO_EN_NIIF
88,900.477.347,VITOL COLOMBIA C.I S A S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,1382039268,1536620,435725813,374097047,61628766,700552371,-7555702,288141523,231694266,56447257,NIIF PLENAS-GRUPO 1
89,860.002.518,UNILEVER ANDINA COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,1359812224,196016990,760764260,367248616,393515644,1117275943,63612230,585266620,336926014,248340606,NIIF PLENAS-GRUPO 1
90,806.008.394,MUTUAL SER,SUPERSALUD,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,SERVICIOS,1359780267.12,25163861.84,308713903.06,197774735.27,110939167.79,1133107734.12,28711131.24,236141125.54,150490932.20,85650193.34,NIIF PLENAS-GRUPO 1
91,860.026.895,ITALCOL SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,1331777847,20795546,475441512,297967654,177473858,1224638022,28567743,396794365,227167495,169626870,NIIF PLENAS-GRUPO 1
92,860.007.277,MEXICHEM RESINAS COLOMBIA SAS,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,MANUFACTURA,1324574000,66920205,837784739,410711349,427073390,1276199715,49708431,835271215,447379079,387892136,NIIF PLENAS-GRUPO 1
93,900.059.238,MAKRO SUPERMAYORISTA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,1308412350,-25428023,1021804609,333084362,688720247,1126429381,15089908,992981422,295661122,697320300,NIIF PLENAS-GRUPO 1
94,900.935.126,ASMET S.A.S.,SUPERSALUD,Costa Pacífica,CAUCA,POPAYAN,SERVICIOS,1274111643.28,-66134973.95,317631398.69,1016799737.88,-699168339.19,1502626707.94,-179452603.72,255750077.19,870314274.74,-614564197.56,NIIF PYMES-GRUPO 2
95,890.902.070,C.I J. GUTIERREZ Y CIA S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,COMERCIO,1262362005,14992393,166838285,79551219,87287066,1210836590,20925992,155109125,65770679,89338446,NIIF PLENAS-GRUPO 1
96,890.900.161,PRODUCTOS FAMILIA S A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,1258799000,198862000,2119425000,457440000,1661985000,1251426000,231976000,2023646000,456729000,1566917000,NIIF PLENAS-GRUPO 1
97,890.300.546,COLGATE PALMOLIVE COMPAÑIA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,MANUFACTURA,1233075516,118211393,564593961,331746217,232847744,1273795936,120456070,610794124,380195820,230598304,NIIF PLENAS-GRUPO 1
98,860.004.828,ALIMENTOS FINCA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,MANUFACTURA,1224253909,19581649,665180550,353825192,311355358,993199843,55075176,474492353,155252898,319239455,NIIF PLENAS-GRUPO 1
99,900.298.372,CAPITAL SALUD EPSS S.A.S,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,1215739207.67,106981896.75,373002996.75,579680010.54,-206677013.79,1083450022.75,24852695.47,225737423.46,694646925.62,-468909502.16,REGIMEN R 414 de 2014 - CGN
100,830.065.063,LG ELECTRONICS COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,1209218872,867366,478249418,451921084,26328334,1162663773,2067288,406022904,380561936,25460968,NIIF PLENAS-GRUPO 1
101,811.012.271,GRUPO DE INVERSIONES SURAMERICANA S.A.,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,1203554000,648593000,28773968000,5698577000,23075391000,1161273000,755085000,27762302000,4987182000,22775120000,NIIF PLENAS-GRUPO 1
102,890.105.526,PROMIGAS S.A. E.S.P.,SUPERSERVICIOS,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,SERVICIOS,1197517403,725408577,6355840963,3142965539,3212875424,1012152725,648857900,5931535343,2969089116,2962446227,NIIF PLENAS-GRUPO 1
103,900.319.753,PRICESMART COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,1192605431,21007143,587433197,173212976,414220221,1082860183,12578951,553978283,160672549,393305734,NIIF PLENAS-GRUPO 1
104,900.703.240,MAZDA DE COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,1183622578,33393981,275777320,132029154,143748166,1043096057,34127108,304486890,194132705,110354185,NIIF PLENAS-GRUPO 1
105,890.300.406,CARTON DE COLOMBIA S A,SUPERFINANCIERA,Costa Pacífica,VALLE,YUMBO-VALLE,MANUFACTURA,1178610000,119172000,2405139000,911439000,1493700000,1087639000,62225000,2396165000,993651000,1402514000,NIIF PLENAS-GRUPO 1
106,860.006.333,Yara Colombia S.A.,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,MANUFACTURA,1161168795,-74763640,1274077766,804008825,470068941,1063709951,-59139581,1095931619,753884203,342047416,NIIF PLENAS-GRUPO 1
107,900.377.365,OLEODUCTO BICENTENARIO DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,1160794161,495105595,3464897569,2221209288,1243688281,1107879223,443932707,3093677209,1976017943,1117659266,NIIF PLENAS-GRUPO 1
108,800.018.359,BEL STAR S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA,MANUFACTURA,1154287159,39276290,744576371,451081609,293494762,1105933554,26806440,642599975,404540767,238059208,NIIF PLENAS-GRUPO 1
109,900.136.638,CERVECERIA DEL VALLE S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,MANUFACTURA,1140508850,584909125,1266878855,366634824,900244031,1035788264,496720549,1174559483,363883951,810675532,NIIF PLENAS-GRUPO 1
110,890.201.881,AVIDESA MAC POLLO S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,AGROPECUARIO,1135184454,16081676,502926543,217794762,285131781,1044196988,7761182,421497154,179028478,242468676,NIIF PYMES-GRUPO 2
111,860.001.942,BAYER S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,1130479246,49261261,711879792,221429206,490450586,1225347080,61013633,769410993,325219896,444191097,NIIF PLENAS-GRUPO 1
112,830.025.448,GRUPO BOLIVAR S. A.,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,1129625000,1115826000,9834450000,627574000,9206876000,1143006000,1118135000,8998584000,624195000,8374389000,NIIF PLENAS-GRUPO 1
113,830.074.184,SALUDVIDA S.A. EPS,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,1127300085.85,-83030506.57,362197265.31,1092590285.67,-730393020.36,1129370480.99,-727147696.68,251590400.49,930267205.10,-678676804.61,NIIF PYMES-GRUPO 2
114,890.300.346,ALMACENES LA 14 S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,COMERCIO,1126956000,-342142000,1405988000,1009277000,396711000,1499306000,16199000,1945256000,1194727000,750529000,NIIF PLENAS-GRUPO 1
115,891.100.445,ORF S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,1111206995,28287092,941955188,453612582,488342606,1241637439,17541766,917788783,453524387,464264396,NIIF PLENAS-GRUPO 1
116,890.101.815,JOHNSON & JOHNSON DE COLOMBIA S.A,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,MANUFACTURA,1106913040,-23011630,1067928691,582633910,485294781,988869251,9541308,965838215,457745217,508092998,NIIF PLENAS-GRUPO 1
117,805.006.014,Directv Colombia Ltda,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,1104407076,-3278907,677758922,286652117,391106805,1054077361,-47424105,636393587,242007875,394385712,NIIF PLENAS-GRUPO 1
118,860.002.536,COMPAÑIA COLOMBIANA DE CERAMICA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,1089989818,-49112177,1299152494,805578156,493574338,1079245933,4605813,1255595907,733020154,522575753,NIIF PLENAS-GRUPO 1
119,860.031.606,DIANA CORPORACION SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,1080545366,699688,655847052,520519793,135327259,1047228034,-6994401,602001936,480420284,121581652,NIIF PLENAS-GRUPO 1
120,900.553.170,EMBOTELLADORA DE LA SABANA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TOCANCIPA-CUNDINAMARCA,MANUFACTURA,1079163139,35845458,1037621453,557622762,479998691,1054589319,110060481,843677523,403028734,440648789,NIIF PLENAS-GRUPO 1
121,860.002.175,SCHLUMBERGER SURENCO SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MINERO-HIDROCARBUROS,1074182339,3837387,1284798240,192077181,1092721059,888164025,73495231,1228171935,142551035,1085620900,NIIF PLENAS-GRUPO 1
122,800.167.643,GASES DE OCCIDENTE S. A. EMPRESA DE SERVICIOS PUBLICOS,SUPERSERVICIOS,Costa Pacífica,VALLE,CALI-VALLE,SERVICIOS,1053071448,84228409,1081274949,826054351,255220598,1007184202,71144022,1026161033,777911225,248249808,NIIF PLENAS-GRUPO 1
123,900.806.600,RELIANZ MINING SOLUTIONS SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,SOLEDAD-ATLANTICO,MANUFACTURA,1021795962,24899779,876124137,613248315,262875822,830266800,13402946,789802993,565187974,224615019,NIIF PLENAS-GRUPO 1
124,805.001.157,SERVICIO OCCIDENTAL DE SALUD EPS SOS S.A.,SUPERSALUD,Costa Pacífica,VALLE,CALI-VALLE,SERVICIOS,1021255521.99,-61840754.70,263035664.10,670770930.21,-407735266.10,1021684366.67,-418114236.44,170620949.37,518990895.97,-348369946.60,NIIF PYMES-GRUPO 2
125,890.920.304,PepsiCo Alimentos Colombia Ltda,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,1007519999,34058482,394624302,202161189,192463113,937298880,26625436,404733768,230550396,174183372,NIIF PLENAS-GRUPO 1
126,900.736.182,APPLE COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,1006141878,-4623412,349329469,308221202,41108267,890107978,17929749,347863848,302132169,45731679,NIIF PLENAS-GRUPO 1
127,900.203.441,OLEODUCTO DE LOS LLANOS ORIENTALES SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,1001508387,416343843,1887060072,803597036,1083463036,950851434,355437392,1784161005,673637180,1110523825,NIIF PLENAS-GRUPO 1
128,860.020.439,MONOMEROS COLOMBO VENEZOLANOS S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,MANUFACTURA,988701508,-66696231,1274523084,788010065,486513019,1099311179,24245520,1173227952,562449006,610778946,NIIF PLENAS-GRUPO 1
129,890.900.050,GRUPO NUTRESA S.A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,976596000,510161000,8483353000,85763000,8397590000,818321000,430279000,9106860000,96209000,9010651000,NIIF PLENAS-GRUPO 1
130,891.800.111,DIACO S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,975766904,35984274,915216521,476863642,438352879,802629178,33390035,829158959,425963323,403195636,NIIF PLENAS-GRUPO 1
131,890.922.447,CONSTRUCCIONES EL CONDOR S.A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CONSTRUCCIÓN,970185482,115155365,2331430099,1287846671,1043583428,634335124,184908738,1992169540,1070695428,921474112,NIIF PLENAS-GRUPO 1
132,860.029.995,ACERIAS PAZ DE RIO S A,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,964615487,-11250271,1913458102,1337268041,576190061,826910466,-39794298,1997203519,1419923778,577279741,NIIF PLENAS-GRUPO 1
133,830.078.966,METROKIA S.A.,SUPERSOCIEDADES,Costa Atlántica,MAGDALENA,SANTA-MARTA-MAGDALENA,COMERCIO,962614306,10331600,552781011,282542344,270238667,790992353,10876335,569394441,309693900,259700541,NIIF PLENAS-GRUPO 1
134,860.053.930,OCCIDENTAL DE COLOMBIA  LLC,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MINERO-HIDROCARBUROS,960731858,308124255,945028248,419226717,525801531,737397354,184709963,896479774,408551352,487928422,NIIF PLENAS-GRUPO 1
135,890.932.389,TERNIUM COLOMBIA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,COMERCIO,959113418,-22561703,1001095239,602792879,398302360,813813068,-14803362,865482344,476974495,388507849,NIIF PLENAS-GRUPO 1
136,900.677.748,Unilever Colombia SCC S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,950481711,9915338,606675911,533448985,73226926,719438169,1313132,417707052,354395464,63311588,NIIF PLENAS-GRUPO 1
137,811.036.030,COMPAÑIA NACIONAL DE CHOCOLATES S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,950289031,145818851,1675072984,489812826,1185260158,884778212,103404054,1680375355,544653158,1135722197,NIIF PLENAS-GRUPO 1
138,900.780.755,FORD MOTOR COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,943499593,37313641,240901582,203455941,37445641,1080497109,35094308,175097355,139871047,35226308,NIIF PYMES-GRUPO 2
139,800.011.987,Tenaris Tubocaribe Ltda,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,TURBACO-BOLIVAR,MANUFACTURA,939406514,45897901,1545730164,1048690379,497039785,606841137,20823351,1260674428,850618438,410055990,NIIF PLENAS-GRUPO 1
140,890.901.110,CONSTRUCTORA CONCONCRETO S.A.,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,CONSTRUCCIÓN,935510751,76634578,2917066263,1451416165,1465650098,1023527421,71439242,2850010529,1468510464,1381500065,NIIF PLENAS-GRUPO 1
141,900.047.822,PETROBRAS COLOMBIA COMBUSTIBLES S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,934078644,4928776,175100784,62144755,112956029,808098527,3551638,153695741,45668488,108027253,NIIF PLENAS-GRUPO 1
142,890.900.317,AUTOTECNICA COLOMBIANA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,MANUFACTURA,932241109,17019474,646168090,386595823,259572267,910097760,12979806,608175084,351222292,256952792,NIIF PLENAS-GRUPO 1
143,800.186.960,ALTIPAL S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,929251463,6955944,272341062,215646778,56694284,864823918,7614680,293546605,240489123,53057482,NIIF PYMES-GRUPO 2
144,891.300.382,HARINERA DEL VALLE S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,PALMIRA-VALLE,MANUFACTURA,928411989,44376800,1387225244,402447120,984778124,883487665,42293964,1385987805,363675809,1022311996,NIIF PLENAS-GRUPO 1
145,800.249.313,MANSAROVAR ENERGY COLOMBIA LTD,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MINERO-HIDROCARBUROS,928021981,210161439,1581931622,612350536,969581086,776947978,122718698,1740601889,461715647,1278886242,NIIF PLENAS-GRUPO 1
146,800.185.295,AMARILO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CONSTRUCCIÓN,926459364,40674635,2417733105,1745184886,672548219,1052758057,36024523,2110026131,1590690438,519335693,NIIF PLENAS-GRUPO 1
147,860.002.120,IBM DE COLOMBIA & CIA SCA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,925372463,47495321,599157650,474789032,124368618,858475165,-47574821,639851176,570640586,69210590,NIIF PLENAS-GRUPO 1
148,860.015.753,COLOMBIANA KIMBERLY COLPAPEL S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,BARBOSA-ANTIOQUIA,MANUFACTURA,923589045,46994871,1409606206,243893914,1165712292,1021096916,93781066,1590979574,322224062,1268755512,NIIF PLENAS-GRUPO 1
149,890.301.886,FABRICA NACIONAL DE AUTOPARTES FANALCA S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,MANUFACTURA,914928144,28770486,880118102,580744299,299373803,800371121,10604368,793921738,430129189,363792549,NIIF PLENAS-GRUPO 1
150,891.304.762,ITALCOL DE OCCIDENTE SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,PALMIRA-VALLE,MANUFACTURA,903547864,28082967,303610356,162877401,140732955,808531831,21115243,238533062,118708601,119824461,NIIF PLENAS-GRUPO 1
151,891.300.237,INGENIO DEL CAUCA S.A.S.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,MANUFACTURA,900379963,42742552,2090398714,906206153,1184192561,1007462683,95039563,2059455278,869633484,1189821794,NIIF PLENAS-GRUPO 1
152,890.106.527,PROCAPS SA,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,MANUFACTURA,895952268,-57777141,1047649855,914153619,133496236,685112161,21577022,955224485,764348945,190875540,NIIF PLENAS-GRUPO 1
153,890.301.463,LABORATORIO FRANCO COLOMBIANO LAFRANCOL S.A.S.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,MANUFACTURA,895160724,50818320,548593579,276066613,272526966,837457412,47144673,570669078,351566310,219102768,NIIF PLENAS-GRUPO 1
154,830.113.601,ACTIUNIDOS S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,888653483,880867184,6102259384,362523088,5739736296,763934706,739843414,5691548840,367139630,5324409210,NIIF PLENAS-GRUPO 1
155,860.031.028,SIEMENS SOCIEDAD ANONIMA,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,TENJO-CUNDINAMARCA,MANUFACTURA,874331973,2550371,532899189,402004500,130894689,753773779,-32607809,521549418,391957836,129591582,NIIF PLENAS-GRUPO 1
156,830.010.337,SANOFI AVENTIS DE COLOMBIA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,874065945,45697669,600978253,304682470,296295783,767743662,10967959,532828175,282409201,250418974,NIIF PLENAS-GRUPO 1
157,860.350.697,Concretos Argos S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,871635934,1375088,644217934,407476899,236741035,928460557,1076273,699436432,462051118,237385314,NIIF PLENAS-GRUPO 1
158,830.140.321,HUAWEI TECHOLOGIES COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,862545976,6745895,546299543,521033789,25265754,674481315,2000404,588051847,563617363,24434484,NIIF PLENAS-GRUPO 1
159,900.087.414,RIOPAILA CASTILLA S.A.,SUPERFINANCIERA,Costa Pacífica,VALLE,CALI-VALLE,MANUFACTURA,862332061,-85752641,1176025172,781020815,395004357,900248824,-40531980,1247269216,764995821,482273395,NIIF PLENAS-GRUPO 1
160,900.333.530,CI COLOMBIAN NATURAL RESOURCES I SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,MINERO-HIDROCARBUROS,854350277,40946855,706218162,594072615,112145547,606791188,173753007,644485344,583894470,60590874,NIIF PLENAS-GRUPO 1
161,811.014.994,COMPAÑÍA DE GALLETAS NOEL S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,852980686,119498913,2090130679,784556433,1305574246,838804881,122748727,2104679650,844883476,1259796174,NIIF PLENAS-GRUPO 1
162,860.513.970,CI MILPA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,846528553,77645840,512845003,227591936,285253067,634168146,68110268,427742563,204911803,222830760,NIIF PLENAS-GRUPO 1
163,890.400.869,SURTIDORA DE GAS DEL CARIBE S.A. E.S.P.,SUPERSERVICIOS,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,SERVICIOS,835003066,57559197,1059295866,562839828,496456038,817745676,46587089,1029816739,585426575,444390164,NIIF PLENAS-GRUPO 1
164,860.003.216,PRODUCTOS ROCHE.S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,823240907,15215089,542140211,231717463,310422748,770406101,15131188,548594739,252296546,296298193,NIIF PLENAS-GRUPO 1
165,800.130.426,GYJ FERRETERIAS S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,815757527,12622415,578181785,375608228,202573557,786270886,13855762,553154039,354013053,199140986,NIIF PLENAS-GRUPO 1
166,811.030.322,CELSIA S.A. E.S.P.,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,SERVICIOS,813479000,542751000,6154198000,974274000,5179924000,442771000,183750000,4560462000,1326408000,3234054000,NIIF PLENAS-GRUPO 1
167,860.000.996,RACAFE & CIA SCA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MANUFACTURA,805045180,6403014,328918012,225645676,103272336,854463614,2872610,391589227,286323889,105265338,NIIF PLENAS-GRUPO 1
168,830.004.993,CASA TORO S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,802179569,22668818,485584153,255479519,230104634,762709686,17075313,443638149,241023071,202615078,NIIF PLENAS-GRUPO 1
169,900.466.209,PORSCHE COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,798649010,5869319,294400277,214724170,79676107,588638093,5023917,308007787,233879759,74128028,NIIF PLENAS-GRUPO 1
170,860.025.674,CARACOL TELEVISION S A,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,798078938,68415097,1346685153,716909000,629776153,758031534,70779658,1107718073,478225315,629492758,NIIF PLENAS-GRUPO 1
171,860.051.812,Halliburton Latin America S.R.L. Sucursal Colombia,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,MINERO-HIDROCARBUROS,790336294,-3542470,710597121,157183334,553413787,569260542,-44149639,502293778,102340515,399953263,NIIF PLENAS-GRUPO 1
172,800.141.770,CI ACEPALMA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,785592675,8001798,304117204,256157485,47959719,882598004,8651822,282978711,233332279,49646432,NIIF PLENAS-GRUPO 1
173,890.900.168,CERVECERIA UNION S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,MANUFACTURA,783227310,313236571,1439011656,719423414,719588242,980294561,247090189,1230762658,572834784,657927874,NIIF PLENAS-GRUPO 1
174,890.800.718,SUCESORES DE JOSE JESUS RESTREPO & CIA. S.A. CASA LUKER S.A.,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,COMERCIO,782958023,54014006,686853272,304172454,382680818,773355868,12507083,593473999,277018162,316455837,NIIF PYMES-GRUPO 2
175,900.824.185,HP COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,COMERCIO,781771776,-22142613,368058031,324408896,43649135,703563225,5594328,330829429,259944247,70885182,NIIF PLENAS-GRUPO 1
176,800.106.339,COLMÉDICA,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,SERVICIOS,781529081.20,74295636.18,446855083.92,301522093.21,145332990.71,700795234.54,49221092.94,387373488,269115054.96,118258433.04,NIIF PLENAS-GRUPO 1
177,890.903.532,INDUSTRIA COLOMBIANA DE CAFE S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,MANUFACTURA,780650057,15154999,1327053877,754441882,572611995,791645305,21382423,1336267759,773567335,562700424,NIIF PLENAS-GRUPO 1
178,860.058.070,CONSTRUCTORA COLPATRIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,CONSTRUCCIÓN,778692045,20341504,2074360213,1298781855,775578358,712593440,66038891,1928493387,1186840202,741653185,NIIF PLENAS-GRUPO 1
